shipment_id,ship_date,region,transport_mode,distance_km,shipment_volume_kg,delivery_time_hours,sla_hours,on_time,transport_cost_usd,customer_satisfaction,month,cost_per_kg
SHP01069,2025-12-29,South,Rail,455.3,406.6,16.52,30,True,267.28,4.52,2025-12,0.657
SHP01070,2025-06-05,West,Road,393.3,71.2,11.86,24,True,385.34,4.38,2025-06,5.412
SHP01071,2025-11-05,Central,Road,334.1,648.2,15.65,24,True,308.47,4.95,2025-11,0.476
SHP01072,2025-05-03,North,Rail,575.4,809.3,27.34,30,True,366.5,4.86,2025-05,0.453
SHP01073,2025-11-03,North,Road,229.1,1037.3,11.54,24,True,228.6,5.0,2025-11,0.22
SHP01074,2025-10-06,East,Sea,1044.2,343.9,54.88,50,False,245.9,3.6,2025-10,0.715
SHP01075,2025-05-16,North,Sea,919.4,129.6,51.57,50,False,244.64,3.52,2025-05,1.888
SHP01076,2025-11-07,South,Road,630.2,452.3,16.44,24,True,548.94,3.84,2025-11,1.214
SHP01077,2025-08-09,North,Road,730.1,1239.6,26.39,24,False,814.17,3.53,2025-08,0.657
SHP01078,2025-02-14,South,Road,575.9,404.0,33.55,24,False,470.5,3.43,2025-02,1.165
SHP01079,2025-12-26,South,Rail,1134.5,123.1,32.55,30,False,565.26,3.6,2025-12,4.592
SHP01080,2025-08-18,Central,Road,112.3,272.8,20.76,24,True,105.37,3.05,2025-08,0.386
SHP01081,2025-10-01,North,Road,503.9,776.0,16.89,24,True,504.54,4.04,2025-10,0.65
SHP01082,2025-06-25,South,Road,562.4,107.0,17.44,24,True,498.52,4.78,2025-06,4.659
SHP01083,2025-11-01,South,Road,380.0,3197.0,12.24,24,True,448.08,4.34,2025-11,0.14
SHP01084,2025-12-24,East,Road,837.6,613.3,19.44,24,True,742.58,4.39,2025-12,1.211
SHP01085,2025-10-19,West,Rail,690.1,1414.3,26.67,30,True,371.1,3.04,2025-10,0.262
SHP01086,2025-05-03,South,Rail,587.6,577.6,14.81,30,True,338.41,4.5,2025-05,0.586
SHP01087,2025-08-06,South,Road,927.3,956.8,19.35,24,True,890.83,3.62,2025-08,0.931
SHP01088,2025-07-09,North,Sea,329.8,46.0,51.11,50,False,79.33,2.66,2025-07,1.725
SHP01089,2025-02-13,West,Sea,357.7,564.7,50.47,50,False,108.73,3.91,2025-02,0.193
SHP01090,2025-08-14,Central,Road,746.8,260.6,24.58,24,False,778.43,3.34,2025-08,2.987
SHP01091,2025-11-18,South,Road,380.3,432.5,11.94,24,True,384.0,4.81,2025-11,0.888
SHP01092,2025-08-17,North,Rail,962.2,2361.8,38.43,30,False,590.61,3.83,2025-08,0.25
SHP01093,2025-12-27,Central,Road,666.5,692.4,22.08,24,True,661.08,4.55,2025-12,0.955
SHP01094,2025-01-10,South,Rail,748.2,94.4,17.04,30,True,396.82,4.29,2025-01,4.204
SHP01095,2025-10-04,West,Air,1811.8,280.3,5.69,14,True,7435.14,5.0,2025-10,26.526
SHP01096,2025-01-19,Central,Road,660.6,372.5,21.72,24,True,672.52,4.95,2025-01,1.805
SHP01097,2025-12-07,Central,Road,469.6,226.9,17.45,24,True,426.31,3.98,2025-12,1.879
SHP01098,2025-10-10,West,Road,749.1,378.9,17.58,24,True,769.98,3.81,2025-10,2.032
SHP01099,2025-10-24,South,Rail,1082.5,1919.8,34.67,30,False,592.45,2.56,2025-10,0.309
SHP01100,2025-12-03,North,Road,257.5,203.3,8.07,24,True,235.4,4.19,2025-12,1.158
SHP01101,2025-08-21,North,Air,2192.1,957.4,12.1,14,True,8223.77,3.6,2025-08,8.59
SHP01102,2025-09-22,North,Sea,1067.8,499.5,84.44,50,False,276.87,2.97,2025-09,0.554
SHP01103,2025-12-01,North,Road,716.3,1244.4,30.09,24,False,689.26,4.23,2025-12,0.554
SHP01104,2025-06-25,East,Road,198.9,270.5,17.7,24,True,181.33,4.51,2025-06,0.67
SHP01105,2025-11-25,East,Sea,316.8,92.9,33.4,50,True,88.93,4.26,2025-11,0.957
SHP01106,2025-10-17,Central,Sea,574.8,257.9,45.82,50,True,149.46,3.87,2025-10,0.58
SHP01107,2025-04-16,West,Road,706.5,386.7,26.1,24,False,673.79,3.29,2025-04,1.742
SHP01108,2025-10-23,West,Road,28.1,364.2,20.68,24,True,31.56,4.02,2025-10,0.087
SHP01109,2025-12-24,South,Sea,380.8,147.9,23.13,50,True,97.82,4.14,2025-12,0.661
SHP01110,2025-05-06,Central,Sea,455.3,141.9,32.8,50,True,114.16,3.93,2025-05,0.805
SHP01111,2025-07-13,Central,Rail,752.9,281.0,19.01,30,True,387.06,4.93,2025-07,1.377
SHP01112,2025-08-18,East,Rail,902.4,118.2,40.38,30,False,428.05,2.73,2025-08,3.621
SHP01113,2025-05-25,East,Road,285.0,352.6,7.1,24,True,266.47,4.25,2025-05,0.756
SHP01114,2025-03-06,Central,Road,249.0,193.2,19.94,24,True,238.59,4.71,2025-03,1.235
SHP01115,2025-08-24,West,Rail,378.5,180.2,17.61,30,True,195.28,4.86,2025-08,1.084
SHP01116,2025-11-06,Central,Sea,763.7,172.0,36.26,50,True,213.2,4.34,2025-11,1.24
SHP01117,2025-03-24,North,Rail,1012.9,321.8,45.49,30,False,563.25,3.21,2025-03,1.75
SHP01118,2025-07-06,North,Rail,406.8,184.0,18.04,30,True,257.75,3.61,2025-07,1.401
SHP01119,2025-05-01,North,Road,79.6,208.3,20.32,24,True,77.0,4.61,2025-05,0.37
SHP01120,2025-11-23,North,Sea,644.2,475.3,49.64,50,True,178.38,3.59,2025-11,0.375
SHP01121,2025-07-16,West,Road,870.4,103.4,20.48,24,True,872.06,3.99,2025-07,8.434
SHP01122,2025-05-23,South,Road,471.2,685.7,19.82,24,True,497.42,3.91,2025-05,0.725
SHP01123,2025-01-06,East,Rail,256.8,464.9,18.31,30,True,142.0,4.27,2025-01,0.305
SHP01124,2025-12-20,West,Road,458.9,346.1,27.02,24,False,436.18,3.38,2025-12,1.26
SHP01125,2025-06-02,West,Road,170.8,197.4,23.42,24,True,175.37,2.38,2025-06,0.888
SHP01126,2025-05-06,North,Sea,873.8,272.8,50.49,50,False,240.55,3.99,2025-05,0.882
SHP01127,2025-01-25,South,Sea,581.1,345.3,64.26,50,False,155.95,3.15,2025-01,0.452
SHP01128,2025-01-01,North,Sea,331.5,595.6,55.15,50,False,96.98,3.15,2025-01,0.163
SHP01129,2025-02-02,North,Road,671.4,43.4,17.45,24,True,542.34,3.76,2025-02,12.496
SHP01130,2025-05-26,West,Sea,292.6,2760.2,54.18,50,False,171.17,3.15,2025-05,0.062
SHP01131,2025-10-17,West,Road,141.6,983.9,9.25,24,True,145.89,4.31,2025-10,0.148
SHP01132,2025-08-30,West,Rail,1007.0,2126.0,20.71,30,True,607.78,4.23,2025-08,0.286
SHP01133,2025-03-18,East,Road,360.8,442.6,27.5,24,False,332.59,3.81,2025-03,0.751
SHP01134,2025-03-02,East,Sea,987.8,206.3,39.74,50,True,229.22,3.76,2025-03,1.111
SHP01135,2025-07-20,East,Road,1093.0,196.4,25.79,24,False,926.72,2.68,2025-07,4.719
SHP01136,2025-08-25,South,Road,207.3,430.9,12.97,24,True,190.64,4.0,2025-08,0.442
SHP01137,2025-10-04,North,Rail,1168.6,1140.8,39.11,30,False,679.47,2.97,2025-10,0.596
SHP01138,2025-07-01,Central,Road,399.4,649.5,19.99,24,True,410.59,3.69,2025-07,0.632
SHP01139,2025-01-30,East,Road,460.4,997.0,21.32,24,True,498.48,3.22,2025-01,0.5
SHP01140,2025-02-15,North,Sea,595.8,120.8,37.71,50,True,157.94,4.1,2025-02,1.307
SHP01141,2025-06-20,West,Rail,774.6,707.5,18.78,30,True,466.79,3.49,2025-06,0.66
SHP01142,2025-04-22,North,Road,60.6,262.3,9.67,24,True,61.05,4.65,2025-04,0.233
SHP01143,2025-04-08,East,Road,340.4,90.4,23.94,24,True,284.87,3.29,2025-04,3.151
SHP01144,2025-03-16,West,Road,318.4,346.4,15.22,24,True,250.8,5.0,2025-03,0.724
SHP01145,2025-09-28,East,Rail,969.9,380.9,21.77,30,True,584.25,3.96,2025-09,1.534
SHP01146,2025-04-29,West,Sea,757.0,253.8,27.76,50,True,180.47,4.27,2025-04,0.711
SHP01147,2025-12-31,East,Sea,541.0,390.0,48.37,50,True,154.73,3.75,2025-12,0.397
SHP01148,2025-12-17,East,Air,1053.1,1238.4,17.94,14,False,4541.84,3.33,2025-12,3.668
SHP01149,2025-12-29,West,Sea,808.6,1090.1,33.92,50,True,252.85,4.38,2025-12,0.232
SHP01150,2025-03-24,West,Sea,352.0,1141.3,43.43,50,True,125.55,3.81,2025-03,0.11
SHP01151,2025-02-09,North,Road,398.0,172.4,18.26,24,True,368.6,4.09,2025-02,2.138
SHP01152,2025-10-08,North,Sea,1077.9,293.1,42.31,50,True,289.97,4.45,2025-10,0.989
SHP01153,2025-07-18,East,Road,360.0,154.4,16.88,24,True,314.77,5.0,2025-07,2.039
SHP01154,2025-09-25,South,Road,468.2,221.1,20.66,24,True,408.6,3.38,2025-09,1.848
SHP01155,2025-06-22,North,Road,297.2,536.3,29.87,24,False,306.69,4.06,2025-06,0.572
SHP01156,2025-09-14,East,Road,502.6,869.5,16.64,24,True,427.79,4.61,2025-09,0.492
SHP01157,2025-10-26,West,Road,579.0,194.9,34.04,24,False,512.8,2.68,2025-10,2.631
SHP01158,2025-04-10,South,Road,291.4,199.0,22.6,24,True,276.45,4.4,2025-04,1.389
SHP01159,2025-12-30,Central,Road,306.8,267.5,30.73,24,False,295.23,3.05,2025-12,1.104
SHP01160,2025-08-27,South,Sea,517.6,69.0,25.23,50,True,119.59,4.83,2025-08,1.733
SHP01161,2025-05-08,West,Air,2973.7,650.3,8.26,14,True,13669.85,4.57,2025-05,21.021
SHP01162,2025-02-01,West,Sea,652.9,568.2,54.95,50,False,180.9,3.58,2025-02,0.318
SHP01163,2025-01-11,East,Road,362.6,712.7,33.68,24,False,300.5,2.86,2025-01,0.422
SHP01164,2025-10-22,West,Air,2467.9,335.0,11.03,14,True,10410.87,3.74,2025-10,31.077
SHP01165,2025-02-10,West,Road,373.5,446.2,24.44,24,False,293.17,3.0,2025-02,0.657
SHP01166,2025-11-29,West,Rail,863.6,549.3,25.17,30,True,516.13,5.0,2025-11,0.94
SHP01167,2025-07-25,North,Road,371.2,119.4,11.71,24,True,283.23,4.51,2025-07,2.372
SHP01168,2025-12-23,West,Road,546.0,127.7,16.69,24,True,485.13,4.25,2025-12,3.799
SHP01169,2025-11-15,West,Road,200.7,45.4,13.93,24,True,183.76,4.76,2025-11,4.048
SHP01170,2025-08-12,East,Road,340.8,306.5,17.63,24,True,298.46,4.16,2025-08,0.974
SHP01171,2025-12-20,North,Road,354.0,268.2,19.63,24,True,341.6,4.12,2025-12,1.274
SHP01172,2025-01-08,South,Air,1624.5,226.4,3.12,14,True,6844.15,5.0,2025-01,30.23
SHP01173,2025-06-30,North,Road,307.0,287.0,14.95,24,True,251.18,4.66,2025-06,0.875
SHP01174,2025-11-27,East,Road,58.9,264.7,27.15,24,False,64.04,3.63,2025-11,0.242
SHP01175,2025-07-27,South,Sea,357.2,958.1,11.84,50,True,102.56,5.0,2025-07,0.107
SHP01176,2025-06-01,West,Road,457.3,91.8,28.16,24,False,383.42,3.27,2025-06,4.177
SHP01177,2025-09-13,East,Sea,703.2,510.5,62.11,50,False,192.76,2.69,2025-09,0.378
SHP01178,2025-04-24,North,Road,410.6,47.3,15.0,24,True,334.39,4.52,2025-04,7.07
SHP01179,2025-12-26,Central,Sea,1120.6,144.6,53.24,50,False,276.69,3.35,2025-12,1.913
SHP01180,2025-08-20,North,Road,274.0,580.0,27.01,24,False,266.6,3.47,2025-08,0.46
SHP01181,2025-09-15,Central,Road,344.0,826.9,9.68,24,True,304.53,3.73,2025-09,0.368
SHP01182,2025-05-08,South,Rail,731.5,523.8,32.43,30,False,471.7,3.84,2025-05,0.901
SHP01183,2025-01-13,South,Road,319.6,897.1,12.99,24,True,360.51,4.62,2025-01,0.402
SHP01184,2025-01-15,North,Road,729.1,326.9,40.52,24,False,726.47,2.14,2025-01,2.222
SHP01185,2025-01-28,East,Road,667.0,470.6,17.28,24,True,493.43,4.47,2025-01,1.049
SHP01186,2025-12-28,North,Sea,318.8,1516.3,17.23,50,True,124.13,4.58,2025-12,0.082
SHP01187,2025-05-13,West,Road,467.9,1082.4,18.96,24,True,492.93,3.7,2025-05,0.455
SHP01188,2025-08-29,South,Road,318.8,3293.5,39.81,24,False,398.83,3.14,2025-08,0.121
SHP01189,2025-04-08,Central,Rail,528.3,3059.0,16.99,30,True,379.21,4.25,2025-04,0.124
SHP01190,2025-10-17,Central,Road,732.0,105.2,39.76,24,False,742.28,2.75,2025-10,7.056
SHP01191,2025-12-28,North,Road,955.4,294.6,38.01,24,False,895.86,2.95,2025-12,3.041
SHP01192,2025-11-22,Central,Sea,522.7,532.8,59.39,50,False,146.38,3.48,2025-11,0.275
SHP01193,2025-05-21,West,Road,346.2,338.4,16.98,24,True,320.11,5.0,2025-05,0.946
SHP01194,2025-03-18,East,Road,492.9,360.7,27.81,24,False,484.9,3.52,2025-03,1.344
SHP01195,2025-03-04,East,Air,3184.5,185.6,14.44,14,False,12641.77,3.02,2025-03,68.113
SHP01196,2025-11-11,East,Road,320.9,817.0,16.37,24,True,283.27,3.39,2025-11,0.347
SHP01197,2025-06-16,Central,Rail,841.3,369.5,24.88,30,True,418.57,3.87,2025-06,1.133
SHP01198,2025-06-03,West,Road,519.9,598.0,16.99,24,True,507.75,5.0,2025-06,0.849
SHP01199,2025-03-16,West,Sea,687.2,1391.4,25.54,50,True,243.66,4.64,2025-03,0.175
SHP01200,2025-01-16,East,Sea,741.4,129.4,55.39,50,False,194.12,3.52,2025-01,1.5
SHP01201,2025-03-19,South,Sea,707.1,203.8,40.28,50,True,199.54,4.58,2025-03,0.979
SHP01202,2025-06-07,North,Road,348.0,264.9,13.43,24,True,328.29,4.39,2025-06,1.239
SHP01203,2025-09-17,North,Road,222.6,869.2,13.1,24,True,236.09,4.08,2025-09,0.272
SHP01204,2025-07-21,Central,Road,393.4,633.0,17.42,24,True,371.73,4.92,2025-07,0.587
SHP01205,2025-09-02,Central,Road,132.1,150.9,12.44,24,True,126.86,4.51,2025-09,0.841
SHP01206,2025-07-24,East,Air,1792.1,175.3,12.46,14,True,7062.86,4.34,2025-07,40.29
SHP01207,2025-03-16,East,Road,871.2,302.2,21.92,24,True,741.72,3.86,2025-03,2.454
SHP01208,2025-04-22,East,Road,211.6,278.5,19.09,24,True,197.7,3.62,2025-04,0.71
SHP01209,2025-11-15,Central,Road,321.9,77.3,15.37,24,True,280.33,4.86,2025-11,3.627
SHP01210,2025-06-18,South,Road,353.3,144.4,22.45,24,True,318.65,3.82,2025-06,2.207
SHP01211,2025-10-11,Central,Rail,319.4,618.8,11.42,30,True,214.17,5.0,2025-10,0.346
SHP01212,2025-09-20,North,Rail,1749.0,194.7,39.46,30,False,1017.75,3.48,2025-09,5.227
SHP01213,2025-10-05,East,Rail,2116.6,134.4,43.91,30,False,1066.16,2.7,2025-10,7.933
SHP01214,2025-12-19,West,Rail,443.0,191.4,14.24,30,True,271.36,4.6,2025-12,1.418
SHP01215,2025-07-12,West,Sea,955.5,505.9,31.88,50,True,256.12,3.88,2025-07,0.506
SHP01216,2025-06-10,South,Rail,144.4,332.9,21.35,30,True,85.36,3.06,2025-06,0.256
SHP01217,2025-02-24,Central,Sea,1105.4,150.0,46.43,50,True,327.22,3.63,2025-02,2.181
SHP01218,2025-02-02,West,Road,667.8,353.8,30.15,24,False,642.35,3.61,2025-02,1.816
SHP01219,2025-02-10,West,Road,522.1,121.8,22.82,24,True,450.9,3.68,2025-02,3.702
SHP01220,2025-04-28,West,Road,235.7,313.9,12.97,24,True,232.72,3.91,2025-04,0.741
SHP01221,2025-07-28,West,Road,483.8,274.5,14.73,24,True,378.05,5.0,2025-07,1.377
SHP01222,2025-09-13,Central,Road,527.1,257.8,37.44,24,False,576.19,2.84,2025-09,2.235
SHP01223,2025-01-14,South,Rail,1067.9,885.4,35.78,30,False,532.28,2.92,2025-01,0.601
SHP01224,2025-09-30,West,Air,1342.2,549.3,12.66,14,True,5673.67,3.13,2025-09,10.329
SHP01225,2025-05-02,South,Road,537.2,280.9,20.55,24,True,459.16,4.49,2025-05,1.635
SHP01226,2025-05-05,West,Road,440.5,76.9,26.18,24,False,373.43,4.44,2025-05,4.856
SHP01227,2025-11-24,West,Air,605.0,717.1,9.5,14,True,2802.66,3.46,2025-11,3.908
SHP01228,2025-08-29,West,Road,179.8,312.3,16.2,24,True,172.24,4.73,2025-08,0.552
SHP01229,2025-10-18,North,Road,677.4,450.7,20.66,24,True,674.52,3.71,2025-10,1.497
SHP01230,2025-12-21,East,Rail,1261.6,279.2,45.15,30,False,646.0,2.59,2025-12,2.314
SHP01231,2025-03-03,East,Road,559.1,1274.8,19.97,24,True,601.52,4.58,2025-03,0.472
SHP01232,2025-08-02,West,Sea,599.4,596.0,29.36,50,True,144.77,3.7,2025-08,0.243
SHP01233,2025-07-05,South,Air,1721.3,49.3,9.8,14,True,7174.27,4.65,2025-07,145.523
SHP01234,2025-06-29,North,Air,1510.2,43.0,16.04,14,False,6745.82,2.9,2025-06,156.88
SHP01235,2025-12-29,North,Rail,256.3,361.8,15.14,30,True,141.49,4.84,2025-12,0.391
SHP01236,2025-05-20,South,Road,178.1,85.1,17.39,24,True,163.31,4.01,2025-05,1.919
SHP01237,2025-05-22,Central,Road,853.7,775.4,26.47,24,False,740.64,4.29,2025-05,0.955
SHP01238,2025-04-18,Central,Road,250.1,2722.5,12.92,24,True,307.41,4.73,2025-04,0.113
SHP01239,2025-08-20,Central,Road,563.8,298.3,24.97,24,False,465.28,3.43,2025-08,1.56
SHP01240,2025-09-12,West,Road,419.4,300.5,23.21,24,True,376.35,4.12,2025-09,1.252
SHP01241,2025-07-21,Central,Sea,327.8,752.2,29.41,50,True,99.96,4.87,2025-07,0.133
SHP01242,2025-08-19,East,Road,296.2,114.4,9.74,24,True,301.46,4.77,2025-08,2.635
SHP01243,2025-01-08,Central,Road,235.8,983.4,16.21,24,True,234.92,4.63,2025-01,0.239
SHP01244,2025-08-14,North,Road,373.5,255.2,17.76,24,True,319.78,4.11,2025-08,1.253
SHP01245,2025-08-26,North,Road,544.5,508.0,15.05,24,True,582.26,4.23,2025-08,1.146
SHP01246,2025-05-25,East,Rail,177.6,247.5,18.02,30,True,92.31,4.61,2025-05,0.373
SHP01247,2025-10-27,East,Road,347.8,556.3,14.92,24,True,313.76,5.0,2025-10,0.564
SHP01248,2025-12-17,South,Sea,966.9,515.0,58.03,50,False,268.43,4.07,2025-12,0.521
SHP01249,2025-07-01,East,Road,331.3,835.0,26.47,24,False,302.56,3.4,2025-07,0.362
SHP01250,2025-12-17,West,Sea,1216.3,151.6,55.61,50,False,338.75,3.28,2025-12,2.234
SHP01251,2025-02-18,South,Rail,1043.2,343.1,22.89,30,True,649.98,3.48,2025-02,1.894
SHP01252,2025-04-17,East,Air,3703.6,117.4,19.07,14,False,14828.65,3.49,2025-04,126.309
SHP01253,2025-02-16,North,Sea,1070.5,283.3,41.65,50,True,310.63,5.0,2025-02,1.096
SHP01254,2025-07-31,Central,Air,842.3,333.6,8.57,14,True,3774.63,5.0,2025-07,11.315
SHP01255,2025-02-12,West,Air,3432.9,1390.3,7.05,14,True,14249.45,4.33,2025-02,10.249
SHP01256,2025-12-13,Central,Sea,264.9,460.2,15.44,50,True,67.1,5.0,2025-12,0.146
SHP01257,2025-10-24,West,Air,4782.1,216.5,12.7,14,True,17397.48,3.87,2025-10,80.358
SHP01258,2025-08-15,South,Road,226.6,452.5,11.76,24,True,218.76,4.51,2025-08,0.483
SHP01259,2025-10-02,South,Road,191.5,2248.6,17.98,24,True,266.45,4.07,2025-10,0.118
SHP01260,2025-04-12,East,Sea,411.1,218.6,57.74,50,False,123.63,3.64,2025-04,0.566
SHP01261,2025-05-28,South,Sea,829.5,74.5,41.82,50,True,205.03,4.85,2025-05,2.752
SHP01262,2025-07-30,West,Road,389.7,3361.9,11.63,24,True,477.73,3.96,2025-07,0.142
SHP01263,2025-04-21,Central,Air,908.2,626.6,12.43,14,True,3610.79,3.62,2025-04,5.763
SHP01264,2025-06-25,North,Sea,480.4,310.7,57.55,50,False,136.7,3.45,2025-06,0.44
SHP01265,2025-04-11,North,Rail,1105.0,349.9,34.73,30,False,724.15,3.12,2025-04,2.07
SHP01266,2025-02-04,East,Sea,1038.4,785.5,43.71,50,True,273.43,4.66,2025-02,0.348
SHP01267,2025-10-04,South,Rail,751.7,1963.6,27.8,30,True,473.36,3.49,2025-10,0.241
SHP01268,2025-07-16,South,Road,325.9,71.8,17.92,24,True,347.54,4.37,2025-07,4.84
SHP01269,2025-04-17,East,Road,736.9,1125.7,27.71,24,False,754.43,3.41,2025-04,0.67
SHP01270,2025-03-20,West,Road,275.9,797.4,17.51,24,True,220.87,3.93,2025-03,0.277
SHP01271,2025-01-27,West,Sea,688.0,467.6,52.82,50,False,209.46,3.33,2025-01,0.448
SHP01272,2025-02-20,North,Road,432.9,249.9,21.12,24,True,424.55,4.08,2025-02,1.699
SHP01273,2025-05-08,South,Sea,919.7,704.4,69.38,50,False,267.02,2.65,2025-05,0.379
SHP01274,2025-10-10,North,Road,177.3,496.4,14.44,24,True,186.06,3.99,2025-10,0.375
SHP01275,2025-01-02,South,Road,956.1,114.2,22.72,24,True,829.21,3.79,2025-01,7.261
SHP01276,2025-10-01,South,Rail,358.2,169.2,11.73,30,True,197.47,5.0,2025-10,1.167
SHP01277,2025-12-10,Central,Air,964.3,798.0,5.73,14,True,3684.9,4.94,2025-12,4.618
SHP01278,2025-11-17,North,Road,754.2,94.1,22.38,24,True,739.28,4.22,2025-11,7.856
SHP01279,2025-10-27,Central,Rail,352.1,1777.8,14.04,30,True,217.62,4.44,2025-10,0.122
SHP01280,2025-10-14,East,Air,1847.5,341.7,5.42,14,True,8050.66,4.42,2025-10,23.561
SHP01281,2025-12-06,Central,Road,226.0,186.0,14.62,24,True,218.23,4.1,2025-12,1.173
SHP01282,2025-10-09,North,Sea,662.7,132.7,27.71,50,True,145.63,5.0,2025-10,1.097
SHP01283,2025-11-15,Central,Air,822.4,162.4,9.42,14,True,3401.8,4.67,2025-11,20.947
SHP01284,2025-09-13,North,Road,400.3,96.0,22.95,24,True,372.53,3.67,2025-09,3.881
SHP01285,2025-10-16,South,Road,298.8,301.5,10.93,24,True,268.41,4.66,2025-10,0.89
SHP01286,2025-06-28,North,Road,530.0,172.2,15.24,24,True,486.32,4.14,2025-06,2.824
SHP01287,2025-12-28,North,Sea,267.1,280.5,26.98,50,True,73.8,5.0,2025-12,0.263
SHP01288,2025-08-18,West,Air,550.9,202.8,5.18,14,True,2257.44,4.79,2025-08,11.131
SHP01289,2025-07-13,West,Sea,1631.6,131.4,72.18,50,False,435.07,3.01,2025-07,3.311
SHP01290,2025-08-02,East,Road,492.4,1579.2,21.57,24,True,426.62,3.89,2025-08,0.27
SHP01291,2025-06-26,West,Sea,955.3,288.1,63.12,50,False,254.71,2.34,2025-06,0.884
SHP01292,2025-05-09,South,Air,2686.7,197.3,11.61,14,True,10548.68,4.49,2025-05,53.465
SHP01293,2025-10-30,Central,Road,602.6,261.1,18.55,24,True,483.32,3.8,2025-10,1.851
SHP01294,2025-01-14,Central,Rail,1093.4,288.8,29.9,30,True,585.52,4.67,2025-01,2.027
SHP01295,2025-02-23,North,Road,375.1,2229.3,18.89,24,True,392.89,4.6,2025-02,0.176
SHP01296,2025-05-22,West,Sea,593.7,99.6,35.25,50,True,137.47,4.67,2025-05,1.38
SHP01297,2025-07-19,South,Air,1064.5,236.9,12.65,14,True,4887.43,3.69,2025-07,20.631
SHP01298,2025-11-11,North,Rail,464.4,369.8,16.34,30,True,269.29,3.98,2025-11,0.728
SHP01299,2025-02-16,Central,Road,897.6,382.9,24.78,24,False,827.88,4.47,2025-02,2.162
SHP01300,2025-10-13,South,Sea,988.8,44.1,52.66,50,False,267.64,3.43,2025-10,6.069
SHP01301,2025-03-28,West,Road,402.4,298.9,11.62,24,True,386.15,4.69,2025-03,1.292
SHP01302,2025-03-31,West,Road,386.5,785.9,23.4,24,True,380.4,4.55,2025-03,0.484
SHP01303,2025-01-14,Central,Sea,536.9,364.2,38.61,50,True,147.01,4.07,2025-01,0.404
SHP01304,2025-02-20,South,Road,500.5,641.6,15.42,24,True,487.33,4.29,2025-02,0.76
SHP01305,2025-06-04,West,Rail,460.4,174.5,21.15,30,True,281.25,4.89,2025-06,1.612
SHP01306,2025-01-17,East,Road,326.4,684.4,17.24,24,True,325.1,4.29,2025-01,0.475
SHP01307,2025-03-05,Central,Road,365.7,589.8,14.28,24,True,364.5,4.29,2025-03,0.618
SHP01308,2025-05-05,South,Sea,630.0,478.8,27.96,50,True,158.79,4.3,2025-05,0.332
SHP01309,2025-05-04,North,Rail,898.9,108.3,43.4,30,False,431.19,2.89,2025-05,3.981
SHP01310,2025-11-22,East,Road,229.9,578.1,12.8,24,True,229.82,3.91,2025-11,0.398
SHP01311,2025-03-11,East,Road,460.0,343.7,15.42,24,True,459.93,3.93,2025-03,1.338
SHP01312,2025-01-15,West,Rail,498.4,472.3,16.74,30,True,291.12,5.0,2025-01,0.616
SHP01313,2025-04-05,North,Road,668.4,333.8,16.76,24,True,695.26,4.78,2025-04,2.083
SHP01314,2025-08-12,West,Road,726.7,214.7,19.29,24,True,715.32,4.15,2025-08,3.332
SHP01315,2025-03-10,West,Road,544.2,124.5,24.65,24,False,467.04,4.55,2025-03,3.751
SHP01316,2025-08-25,West,Sea,1149.7,209.4,68.99,50,False,311.5,3.42,2025-08,1.488
SHP01317,2025-06-05,West,Road,194.8,292.0,19.55,24,True,179.98,3.8,2025-06,0.616
SHP01318,2025-05-16,East,Rail,1004.0,401.4,18.62,30,True,524.21,4.29,2025-05,1.306
SHP01319,2025-03-07,North,Road,459.4,1327.3,21.76,24,True,455.87,4.16,2025-03,0.343
SHP01320,2025-02-21,South,Road,103.3,849.7,20.61,24,True,121.79,4.85,2025-02,0.143
SHP01321,2025-12-24,East,Sea,398.7,659.6,17.95,50,True,116.86,4.19,2025-12,0.177
SHP01322,2025-03-25,Central,Road,257.0,1712.4,6.74,24,True,280.41,4.74,2025-03,0.164
SHP01323,2025-02-28,East,Road,789.2,380.7,23.43,24,True,861.88,4.61,2025-02,2.264
SHP01324,2025-01-21,East,Road,432.6,1130.1,26.38,24,False,464.24,3.76,2025-01,0.411
SHP01325,2025-05-25,South,Road,344.6,790.7,14.41,24,True,312.85,4.27,2025-05,0.396
SHP01326,2025-01-31,West,Air,2751.0,65.6,22.24,14,False,12222.16,2.64,2025-01,186.313
SHP01327,2025-06-22,South,Road,546.5,1185.4,22.35,24,True,546.93,3.39,2025-06,0.461
SHP01328,2025-03-30,West,Rail,358.8,173.4,20.33,30,True,194.75,3.88,2025-03,1.123
SHP01329,2025-03-10,North,Road,323.2,1042.2,13.05,24,True,385.59,5.0,2025-03,0.37
SHP01330,2025-12-05,South,Rail,971.8,299.1,28.2,30,True,540.32,4.1,2025-12,1.806
SHP01331,2025-04-18,South,Road,567.0,511.3,29.62,24,False,524.42,2.29,2025-04,1.026
SHP01332,2025-11-09,West,Sea,339.0,94.6,37.71,50,True,82.08,4.13,2025-11,0.868
SHP01333,2025-11-17,South,Road,179.7,211.2,16.37,24,True,169.17,4.1,2025-11,0.801
SHP01334,2025-07-12,Central,Road,345.8,1070.0,19.61,24,True,342.33,4.3,2025-07,0.32
SHP01335,2025-09-03,East,Rail,830.4,2157.0,24.23,30,True,564.65,4.18,2025-09,0.262
SHP01336,2025-10-13,North,Sea,1160.5,100.5,37.59,50,True,266.23,4.37,2025-10,2.649
